DR2Name,KIC,RA,Dec,Gmag,BP_RP,parallax,pmra,pmde,rv_gaia,erv_gaia,Prot,RV_lam,e_RV_lam,Teff_lam,e_Teff_lam,logg_lam,e_logg_lam,feh_lam,e_feh_lam,afe_lam,e_afe_lam
Gaia DR2 2102478614151029120,6511405,288.21239,41.920498,13.7524,0.943591,1.8006997,1.7926153,1.8781192,0.0000000,NaN,20.0760,-34.2693,3.42063,5502.58,22.4722,4.46559,0.0469202,0.100423,0.0332372,0.0271102,0.0149882
Gaia DR2 2102292551871628800,6511785,288.36130,41.972824,11.9365,0.703572,2.5779725,-4.4452309,-17.189480,5.2667051,1.0381816,8.03900,-5.04851,4.65877,6178.53,19.4727,4.27270,0.0399618,-0.102362,0.0346171,0.0398749,0.0157585
Gaia DR2 2102292487450154496,6511799,288.36533,41.971101,12.1854,0.649535,2.0698889,1.5930551,6.9164874,-35.257142,1.8587580,2.27800,-39.1499,4.50888,6447.21,14.5975,4.27079,0.0254521,-0.105669,0.0247741,0.0272758,0.0102562
Gaia DR2 2102619935755861888,6515318,289.61330,41.960693,14.4690,1.06496,1.9604611,-13.799971,-5.4853062,0.0000000,NaN,25.9930,38.4394,2.71012,5542.76,477.395,5.60088,0.761144,-0.0855195,0.476869,0.234698,0.207211
Gaia DR2 2101872542728025600,6516390,289.94799,41.989343,13.1104,0.716449,1.0625603,-9.2766410,-17.047983,0.0000000,NaN,6.22900,-23.5397,5.36928,6256.54,18.7363,4.46777,0.0333544,0.241912,0.0271933,-0.0200571,0.0144837
Gaia DR2 2101873710959151232,6516588,290.00374,41.978774,13.1745,1.58332,4.5193337,18.704453,28.853753,-35.501165,3.2018965,13.4080,-37.6389,4.40095,4437.14,22.2562,4.58935,0.0365079,-0.185075,0.0283081,0.0786340,0.0103545
Gaia DR2 2101916076515690368,6519961,291.04872,41.935819,13.1877,0.841096,2.0143862,-3.6461906,-17.418541,0.0000000,NaN,18.1760,-1.31909,3.75940,5741.62,20.2523,4.38203,0.0404067,-0.0501630,0.0311448,0.0151397,0.0138842
Gaia DR2 2101732354996203392,6521238,291.44208,41.992892,13.6370,0.897054,1.0109324,-7.9476628,-10.852772,0.0000000,NaN,21.2200,-31.4392,4.63479,5682.94,21.9220,4.08584,0.0426402,0.364762,0.0277675,0.0354871,0.0125329
Gaia DR2 2101720260368307072,6521467,291.50812,41.938326,13.9567,1.10233,2.3788969,1.4035605,13.603057,0.0000000,NaN,17.2240,-21.5911,7.62072,5195.22,92.6455,4.36383,0.168485,-0.267612,0.0963166,0.269312,0.0511589
Gaia DR2 2101720702741702144,6521518,291.52175,41.968790,12.9203,1.24147,4.9180532,21.814725,26.591194,0.0000000,NaN,22.0390,-67.2015,3.24076,4844.56,21.9987,4.54753,0.0398121,-0.133816,0.0291827,0.0320629,0.0103952
Gaia DR2 2101719676252828672,6521819,291.61474,41.945633,13.5932,1.01872,0.60761700,-0.19347884,-4.5533239,0.0000000,NaN,34.9050,-19.3096,4.82966,5476.87,40.2135,3.62707,0.0845270,0.108790,0.0352171,-0.00337433,0.0231381
Gaia DR2 2101743075234688512,6521917,291.64345,41.964830,11.5213,0.751004,2.0553146,-2.9146203,-1.7058834,-23.039298,7.3815463,1.35900,-37.5010,4.73073,6048.39,17.4903,4.29116,0.0324717,-0.166449,0.0318686,0.0240971,0.0117143
Gaia DR2 2101742903435996160,6522011,291.67295,41.933104,13.5863,1.62133,5.6843731,15.078360,-4.5847272,0.0000000,NaN,29.4300,-47.8829,4.73372,4202.83,134.000,4.32903,0.213911,-0.557828,0.164997,0.127464,0.0740319
Gaia DR2 2101740807492070656,6522487,291.84078,41.949640,12.6530,0.738450,2.1025426,1.0982647,-1.5665961,0.0000000,NaN,7.16400,-14.8787,5.20140,6109.08,20.2195,4.36787,0.0416683,-0.172131,0.0349286,0.0453072,0.0165209
Gaia DR2 2101696071112839040,6523086,292.03841,41.935644,13.6491,0.818949,1.5687005,0.40773047,-8.6749912,0.0000000,NaN,16.3980,-32.4795,4.07118,5848.59,18.7975,4.43783,0.0384716,-0.0757355,0.0309804,0.0299406,0.0140306
Gaia DR2 2101696105472582272,6523093,292.04044,41.943532,13.8854,1.13455,1.7480330,0.81668897,-0.79389845,0.0000000,NaN,17.9030,4.59882,4.59882,5109.70,49.2521,4.49457,0.0933761,-0.0723454,0.0597651,0.0681987,0.0331363
Gaia DR2 2101697857819304448,6523265,292.09931,41.991089,13.3846,0.703811,1.0635849,-5.0593608,-6.0144649,0.0000000,NaN,1.12100,-47.2893,4.77869,6203.37,20.0036,4.17406,0.0406455,-0.251076,0.0370391,0.0318797,0.0153529
Gaia DR2 2101685625751736192,6523698,292.23125,41.981191,14.5200,0.864162,1.1337968,0.60693278,-7.2612501,0.0000000,NaN,18.8700,-35.2286,13.3797,5671.47,328.069,4.17018,0.700092,-0.402768,0.316518,0.108549,0.179474
Gaia DR2 2101685007276428544,6523711,292.23475,41.918382,13.6931,0.822655,0.41223107,-3.2609696,-2.0428452,0.0000000,NaN,9.01900,-1.75079,5.98086,5879.90,22.7396,3.59599,0.0623995,-0.729797,0.0494324,0.119052,0.0169123
Gaia DR2 2125703941863583872,6524037,292.33086,41.988860,13.3273,0.897890,0.91850176,1.6610519,8.2202757,0.0000000,NaN,15.9800,-59.5508,5.69006,5746.90,28.1963,4.12421,0.0690660,0.0903367,0.0417511,-0.0222775,0.0245839
Gaia DR2 2125701193084776192,6524317,292.41776,41.998549,13.6806,0.751586,0.42335204,-1.1363998,-3.1071737,0.0000000,NaN,33.1550,10.1989,9.08971,6133.51,21.2125,3.75739,0.0493816,-0.412898,0.0410285,0.145881,0.0162905
Gaia DR2 2077662293118804992,6525025,292.65772,41.918782,11.2898,0.725190,3.4676282,16.972504,21.438105,-27.782009,0.62150006,8.21700,-35.0308,3.51057,6188.35,16.3765,4.35503,0.0304521,0.144722,0.0274904,0.00249090,0.0127127
Gaia DR2 2077662224399324800,6525026,292.65767,41.908417,13.3552,0.721042,0.85105092,-1.7319230,-1.9579410,0.0000000,NaN,13.1210,-50.5990,9.92913,6343.86,142.837,4.44008,0.276205,-0.110777,0.138450,0.00481308,0.0989232
Gaia DR2 2077665179336858112,6525281,292.74524,41.945008,13.9499,0.839813,1.0155963,-2.3406428,-2.1721023,0.0000000,NaN,7.80200,-26.2408,4.80867,5789.56,21.8845,4.46285,0.0425718,-0.172864,0.0355759,0.0474471,0.0149234
Gaia DR2 2077653320925242624,6526264,293.04277,41.914015,12.8332,0.795643,0.88723960,0.99002616,-3.4448134,0.0000000,NaN,15.8750,-21.1414,5.93889,6068.79,17.2401,3.87984,0.0385909,0.0737590,0.0280764,0.0396764,0.0140727
Gaia DR2 2077674284667030912,6526545,293.12856,41.949169,13.6208,0.808418,0.81763956,3.1304104,5.1040865,0.0000000,NaN,1.05400,-61.8712,5.89092,6152.50,22.0190,4.20199,0.0438842,-0.190331,0.0366936,0.0294327,0.0169076
Gaia DR2 2077674593904759936,6526930,293.24496,41.944800,15.2280,1.97829,2.8403321,-6.6952901,-32.665646,0.0000000,NaN,29.2280,1.86171,3.50158,3975.00,248.639,4.87393,0.695370,-1.16622,0.425098,-0.0899594,0.184150
Gaia DR2 2077675143660619776,6527012,293.27115,41.987728,11.3591,0.942106,5.8255521,5.4635440,26.283372,-20.932066,0.66990868,6.20400,-30.2101,3.90929,5459.86,12.0136,4.49622,0.0221554,0.0844607,0.0178207,-0.00596309,0.00634444
Gaia DR2 2077630819598337280,6528060,293.59458,41.976910,11.1204,0.938253,1.6551415,-9.8459731,-28.019941,-14.456499,0.78980730,15.4920,-24.3012,5.92989,5553.19,29.0795,3.73873,0.0633347,-0.0469689,0.0405713,-0.00262920,0.0209189
Gaia DR2 2077618175215285760,6528503,293.74569,41.927904,13.0697,0.734117,1.5125298,1.0375890,-2.1920604,0.0000000,NaN,1.92000,-3.52856,47.0794,6213.11,294.529,4.76558,0.536270,0.0650990,0.272845,0.151710,0.131922
Gaia DR2 2077712046018385024,6528535,293.75621,41.948873,11.6573,0.900867,1.1452612,-2.1076011,-5.2992231,-17.990495,0.54315815,18.1110,-22.1697,4.05919,5682.80,18.0668,3.65110,0.0390555,0.107668,0.0272534,0.0133248,0.0119465
Gaia DR2 2077709743916012800,6529189,293.94562,41.932518,14.5609,1.23151,2.3689904,-9.2019076,-16.200550,0.0000000,NaN,25.2500,1.17818,-1.49896e+06,5035.60,221.171,4.47364,0.344628,0.128580,0.210497,0.00946744,0.106504
Gaia DR2 2077522277186431232,6529483,294.03516,41.917182,13.9635,1.06079,2.1476162,-16.531781,-26.163118,0.0000000,NaN,32.1900,7.27896,5.29134,5291.24,27.5813,4.64386,0.0531009,-0.160204,0.0377075,0.0410535,0.0161676
Gaia DR2 2077522448985140992,6529534,294.04888,41.959143,13.0826,0.928939,1.9387604,10.337539,-0.59277072,0.0000000,NaN,13.1410,-7.42886,4.22108,5731.56,21.7715,4.61828,0.0447178,0.000728466,0.0346911,0.00768947,0.0145265
Gaia DR2 2077524132612467840,6530024,294.18629,41.913947,13.5562,1.11925,2.0407015,-6.6851059,0.54387426,-22.781677,7.8259998,34.8090,-36.0291,4.32900,5128.60,25.4834,4.71586,0.0485480,0.0177196,0.0340554,0.0352757,0.0152331
Gaia DR2 2077523887793771136,6530236,294.25080,41.940420,13.8584,0.851812,1.4551772,2.8055259,-10.839085,0.0000000,NaN,17.7220,-11.1313,6.16074,5631.24,24.4246,4.43682,0.0561640,-0.259218,0.0362559,0.0135282,0.0163721
Gaia DR2 2077513824690931328,6530561,294.33888,41.959928,13.2837,0.857934,0.76532516,-7.3948190,-4.6914599,0.0000000,NaN,16.4370,-13.9104,5.41125,5998.73,20.9714,4.05162,0.0471825,0.414645,0.0307432,0.00225845,0.0162674
Gaia DR2 2077533718979700992,6531339,294.55006,41.985951,15.0597,NaN,1.7314712,-2.6124544,-1.4251891,0.0000000,NaN,7.79500,-52.0530,7.20401,5005.49,175.668,4.72812,0.293248,-0.0692806,0.157418,0.0262397,0.0810163
Gaia DR2 2077486783569829120,6531953,294.72224,41.922325,10.8625,0.618250,1.9233789,6.4044627,11.399458,-15.921225,1.2805964,11.5490,-0.275809,20.1970,6513.13,135.055,4.42369,0.223332,-0.150322,0.110786,-0.0627962,0.0720625
Gaia DR2 2077105253043824384,6535050,295.52836,41.973937,13.2314,0.908021,0.52187586,1.1108314,-6.3542966,0.0000000,NaN,2.41200,-85.5908,5.20140,5795.18,20.8487,3.57543,0.0535320,-0.489394,0.0402540,0.0991132,0.0134589
Gaia DR2 2077105665360694272,6535166,295.55282,41.991700,14.6715,0.998565,1.2848244,-2.0256673,2.6514406,0.0000000,NaN,12.2960,-45.9192,12.0636,5693.32,263.645,4.88948,0.436933,0.168345,0.238373,-0.0240983,0.135336
Gaia DR2 2076960735984709760,6541683,297.06421,41.906777,13.1255,0.878356,1.5410430,-5.0067633,-13.111053,0.0000000,NaN,11.5240,-0.0299792,4.34999,5827.71,18.1670,4.45496,0.0365619,-0.115716,0.0324061,0.0338086,0.0131421
Gaia DR2 2076950531142505088,6542321,297.20658,41.916280,12.0005,0.829192,1.3131954,-7.4562650,-22.723707,16.274209,1.0392713,18.5670,9.92913,4.61980,6030.15,12.5442,3.85992,0.0260543,0.109385,0.0215616,0.0180769,0.00952118
Gaia DR2 2076950565502251008,6542322,297.20710,41.933212,13.2370,0.778541,1.5573336,3.1505396,4.5868981,0.0000000,NaN,1.89300,-6.88923,7.62972,6165.68,26.8473,4.35209,0.0616880,-0.208782,0.0482285,0.0755470,0.0244727
Gaia DR2 2076973414728620928,6542487,297.24892,41.956910,13.5954,1.28460,2.7201282,0.33179837,10.348647,0.0000000,NaN,21.3050,-19.2407,3.54055,4890.00,19.4546,4.70618,0.0355159,0.107401,0.0251854,0.0118907,0.00926607
Gaia DR2 2076970253632716928,6542790,297.32576,41.942717,10.9797,0.684199,1.7009903,-2.4695262,-2.3919221,0.78512429,1.2365322,2.64400,-0.719502,4.52986,6464.38,12.1108,3.91409,0.0236068,-0.125925,0.0217842,0.0473788,0.00820350
Gaia DR2 2076971009547031040,6543441,297.48537,41.951221,12.9869,0.729559,1.5368755,-0.86896515,-7.5319922,0.0000000,NaN,2.75200,-7.66869,10.8795,6257.75,95.4278,4.13830,0.212100,-0.320005,0.102864,0.00825170,0.0754359
Gaia DR2 2076923318228920192,6543891,297.58284,41.900831,12.2813,0.743837,1.2363610,-1.2266469,-1.7730305,0.0000000,NaN,15.4660,-26.3697,4.85064,6298.63,15.9848,4.23211,0.0310413,0.0835769,0.0283070,0.0127017,0.0132564
Gaia DR2 2076923180789985536,6544160,297.63300,41.904524,11.5664,0.831879,1.9928937,0.38883678,21.154967,-46.387209,3.6445484,4.98400,-53.0003,4.88962,5969.32,19.1197,4.02620,0.0369392,-0.291989,0.0352363,0.00867604,0.0122277
Gaia DR2 2076925998288560128,6544482,297.69773,41.910217,12.9287,0.900599,0.91350276,2.7766903,-6.3242282,0.0000000,NaN,22.8300,-17.4389,4.16112,5858.09,18.5298,3.81127,0.0418721,-0.0188167,0.0315171,0.0375602,0.0141473
Gaia DR2 2076926582396669184,6544636,297.73113,41.974256,15.3523,1.08769,0.27324137,-3.0700105,-0.75075469,0.0000000,NaN,6.62100,-25.5093,6.85026,5878.16,27.9358,4.55879,0.0626823,-0.0692804,0.0429572,0.0541261,0.0231880
Gaia DR2 2076926582396669568,6544636,297.73153,41.974448,15.6547,NaN,0.70798399,-2.7079270,-1.9957553,0.0000000,NaN,6.62100,-25.5093,6.85026,5878.16,27.9358,4.55879,0.0626823,-0.0692804,0.0429572,0.0541261,0.0231880
Gaia DR2 2076926960361291264,6544977,297.80339,41.932353,12.7617,0.691348,1.1112267,-0.58962833,0.54130474,0.0000000,NaN,10.3300,-21.8609,8.28027,6631.43,54.8542,4.43961,0.106968,0.0793027,0.0638431,0.0204480,0.0405007
Gaia DR2 2076927303958701312,6545005,297.81092,41.978165,13.1859,0.953473,2.2617467,0.32292124,-4.0517643,0.0000000,NaN,16.6180,-9.08071,3.87931,5617.62,18.8394,4.43151,0.0372370,0.206060,0.0271494,0.0236967,0.0111882
Gaia DR2 2078412022612449920,6546614,298.15480,41.913898,13.9809,0.908376,0.87474035,-2.0605484,-6.7163139,0.0000000,NaN,2.19700,-4.75771,1.89169,6050.94,64.5130,4.28284,0.147272,-0.511764,0.0811295,0.0557860,0.0546918
Gaia DR2 2075416334469868160,6547641,298.37772,41.952876,14.1384,1.22603,1.8397706,2.4186958,6.3279226,0.0000000,NaN,3.87000,-0.419709,4.94957,4943.17,28.9878,4.26499,0.0516427,-0.263178,0.0370626,0.0444049,0.0157248
Gaia DR2 2075414062420450944,6548359,298.52666,41.949932,12.7274,1.02709,1.7981556,3.4066173,-7.9835043,-33.096754,1.7601654,5.37800,-38.3315,3.90929,5590.26,17.3022,3.90504,0.0342336,0.429763,0.0234073,0.0290072,0.00974036
Gaia DR2 2075414066727303680,6548359,298.52695,41.949915,13.6119,NaN,1.2737879,1.5826187,-7.4063631,0.0000000,NaN,5.37800,-38.3315,3.90929,5590.26,17.3022,3.90504,0.0342336,0.429763,0.0234073,0.0290072,0.00974036
Gaia DR2 2075421827719983872,6549623,298.78239,41.913182,13.0535,0.705782,0.81788342,-2.1183682,-7.1329159,0.0000000,NaN,1.33600,-16.9892,6.25967,6726.91,21.3601,4.05710,0.0386054,-0.00832280,0.0285240,0.0555946,0.0146112
Gaia DR2 2075422931540439040,6550276,298.90522,41.949203,13.4632,0.715789,1.1236055,0.86395232,-6.8312172,0.0000000,NaN,1.81000,6.28065,5.69905,6432.26,21.5284,4.17356,0.0427669,-0.214443,0.0325434,0.0342026,0.0162496
Gaia DR2 2075375927416629632,6550387,298.93358,41.937555,13.5302,0.955098,0.93699955,0.25898351,-0.67115126,0.0000000,NaN,5.35200,-7.44984,4.70075,5846.85,23.0377,4.24413,0.0516056,0.201299,0.0340610,0.0291383,0.0173384
Gaia DR2 2075376442812732032,6550516,298.96019,41.975266,13.4007,0.869859,1.8483783,-5.8809616,-16.445794,0.0000000,NaN,18.1350,-4.53886,5.60012,5845.26,24.3225,4.38721,0.0564317,-0.0672890,0.0396014,0.0479511,0.0198472
Gaia DR2 2104688632522291712,6579570,281.53959,42.015427,14.0311,1.41412,3.4510334,-9.4637585,13.742857,0.0000000,NaN,24.8730,-27.5989,3.37866,4600.62,21.9353,4.59750,0.0351040,0.0925697,0.0278332,0.0576037,0.00997011
Gaia DR2 2104700108674621440,6579878,281.70711,42.047588,13.8326,1.01702,2.2423733,-1.7033879,-13.448452,0.0000000,NaN,15.4420,-5.12046,3.65147,5255.35,21.9457,4.51253,0.0419680,-0.00747569,0.0291104,0.0152791,0.0115194
Gaia DR2 2104697566054002944,6580167,281.86119,42.005349,14.4394,0.979472,0.55806694,-3.4118123,-9.8704285,0.0000000,NaN,6.52300,-21.3602,5.33031,5514.03,23.2352,3.89524,0.0478359,-0.146028,0.0329842,0.0800345,0.0123928
Gaia DR2 2104655780314072448,6580503,282.03701,42.008467,12.2218,0.954432,-0.46434905,8.7423730,8.5900634,-48.712189,1.8251581,22.1210,-62.9594,3.98724,5468.87,15.2256,4.52136,0.0279336,-0.0368565,0.0231021,0.0334056,0.00766663
Gaia DR2 2104559439905685632,6582912,283.14348,42.067985,14.4230,1.34736,3.0016805,2.5842752,2.2772069,0.0000000,NaN,12.1030,-32.2307,4.11015,4797.77,27.7242,4.51292,0.0502888,-0.157212,0.0355765,0.0772329,0.0154018
Gaia DR2 2104512298344847616,6584132,283.70828,42.017908,12.9332,0.721077,1.8105695,-0.78884199,0.24690229,-25.914255,2.0089672,3.80300,-33.3309,4.38896,6128.21,19.9487,4.38910,0.0385616,-0.119710,0.0329717,0.00586738,0.0150596
Gaia DR2 2104130183695200896,6585228,284.18112,42.088201,11.6103,0.690476,2.2152431,-8.7435515,-12.415760,-43.344753,1.0848359,7.74700,-48.7403,4.11015,6162.86,12.9193,4.09277,0.0262562,-0.113597,0.0234845,0.0195360,0.00972699
Gaia DR2 2104129943177035008,6585265,284.20590,42.085532,13.5173,0.822394,1.6579426,-5.9977939,-4.4304282,0.0000000,NaN,15.3710,-20.2210,4.70075,5800.52,19.8762,4.38973,0.0436526,0.0863589,0.0315619,0.0378410,0.0161282
Gaia DR2 2104137467959787520,6586078,284.52229,42.067088,12.9213,0.891266,2.6183004,20.919423,-9.7630562,-10.887372,1.0820473,22.9860,-16.8214,4.02921,5605.97,18.9435,4.55276,0.0368172,0.000479883,0.0278019,0.0288034,0.0116605
Gaia DR2 2104093758073179520,6587075,285.00066,42.050533,12.3961,0.653980,1.8829367,3.1177705,3.0468790,4.8382010,3.1067470,3.48600,-0.00899377,5.09947,6371.39,19.4711,4.22752,0.0366133,-0.216664,0.0356428,0.0293050,0.0144855
Gaia DR2 2104090738715499136,6587130,285.03259,42.031950,13.7128,0.946714,1.1730123,-3.9597829,-0.25656150,0.0000000,NaN,48.7410,11.8988,5.03951,5777.29,24.0385,3.98688,0.0605359,-0.114482,0.0421732,0.0685157,0.0181034
Gaia DR2 2104091043653848320,6587236,285.08882,42.058707,10.9823,0.770314,1.6980519,8.3423123,-7.2434876,-47.520832,1.1836733,18.2040,-45.7903,4.65877,5973.98,19.5801,3.66609,0.0423223,-0.341706,0.0372271,0.0851207,0.0132281
Gaia DR2 2103952440769227904,6590052,286.30489,42.048458,11.6238,0.673359,1.9676014,0.67281157,9.2618896,-2.7121061,0.51190424,10.9130,-13.9104,4.61980,6243.86,14.5933,4.01298,0.0292057,-0.146500,0.0268386,0.00765145,0.0105416
Gaia DR2 2103953265403104512,6590155,286.35862,42.063341,13.9134,0.968796,1.9961800,1.0638738,-22.534491,0.0000000,NaN,13.4360,-6.32862,5.45023,5420.21,29.5720,4.49585,0.0610857,-0.0667052,0.0416951,0.0187067,0.0201505
Gaia DR2 2103953299762842624,6590179,286.37004,42.073087,13.3670,1.41525,5.2186016,11.686768,9.9553916,-14.421551,1.8314533,10.0110,-21.4591,3.21977,4473.91,36.0234,4.67464,0.0610063,-0.196280,0.0485080,0.0552949,0.0205692
Gaia DR2 2105438808690258944,6590737,286.61381,42.026574,13.3543,0.871876,2.1859719,-2.1098365,9.7240598,0.0000000,NaN,23.4480,-37.9987,5.66008,5629.26,26.0615,4.44474,0.0541394,-0.233755,0.0403280,0.0437766,0.0196278
Gaia DR2 2105438980488970240,6590829,286.65211,42.053186,13.3612,1.05731,2.0113726,10.150055,-6.6881083,0.0000000,NaN,10.7500,-90.3395,5.18941,5173.43,33.8071,4.38757,0.0668249,-0.249917,0.0429864,0.254776,0.0198133
Gaia DR2 2105439839482453120,6591017,286.73448,42.068879,14.9089,1.28008,1.9852628,0.22946331,7.3445696,0.0000000,NaN,20.0330,-39.0899,4.25106,4836.95,24.7733,4.70404,0.0447348,-0.0289652,0.0340788,0.0518897,0.0134429
Gaia DR2 2102460059893136768,6592305,287.25292,42.054808,9.89248,0.746800,3.5629185,-0.98760755,-3.0139546,-14.894689,0.32291462,11.6140,-14.7708,3.81036,6070.14,7.33668,3.93054,0.0147166,0.0609937,0.0122974,0.00112618,0.00543802
Gaia DR2 2102447484228934272,6592652,287.40400,42.021556,14.1194,0.874393,1.2815975,-4.1993817,-1.2441831,0.0000000,NaN,19.5990,-4.01122,4.31102,5832.48,20.3961,4.36523,0.0402703,-0.122699,0.0335521,0.0494123,0.0146054
Gaia DR2 2102449202215891968,6592742,287.43685,42.086930,14.8054,1.05207,1.3683337,0.96662996,-1.1170449,0.0000000,NaN,12.4990,-4.30202,23.9774,6101.14,400.476,5.10042,0.734977,-0.379281,0.358330,-0.238227,0.242780
Gaia DR2 2102448961697719424,6592772,287.45243,42.062570,11.7257,0.645629,2.3378989,-8.4513397,-7.1176021,0.0000000,NaN,3.98700,-12.2285,4.82066,6403.22,16.3013,4.17685,0.0295938,-0.0395442,0.0272580,0.0294514,0.0120600
Gaia DR2 2102446384717365888,6592892,287.49981,42.072469,13.1432,0.914692,2.8983274,3.9273134,4.2870002,0.0000000,NaN,22.6300,11.4011,4.41894,5474.57,26.5165,4.44570,0.0510277,-0.419405,0.0435826,0.0762320,0.0154605
Gaia DR2 2102404392815721728,6593559,287.74856,42.060921,13.2569,0.843034,2.1146823,0.24031438,0.73292332,0.0000000,NaN,5.78400,-29.2298,3.95126,5757.79,18.4741,4.50533,0.0372561,-0.0526491,0.0297465,0.0236531,0.0125679
Gaia DR2 2102402438611704960,6593845,287.86875,42.075575,13.8916,0.846514,1.1046937,1.8091567,-0.34434235,0.0000000,NaN,14.4670,3.13883,4.47890,6013.64,17.6426,4.52959,0.0368635,-0.0326343,0.0295971,0.0469608,0.0145534
Gaia DR2 2102495209904628096,6594104,287.95453,42.050681,13.5746,0.763243,0.96934309,7.9342371,-1.6323981,0.0000000,NaN,9.98800,-15.3404,4.67976,6090.77,18.6179,4.04127,0.0409541,-0.137263,0.0312140,0.0223657,0.0151778
Gaia DR2 2102495175544902144,6594199,287.99800,42.068398,16.5476,NaN,1.1569270,-2.2306820,-1.7001904,0.0000000,NaN,17.1910,-44.4802,4.34999,5763.95,25.9285,4.60663,0.0543384,-0.105531,0.0442235,0.0636748,0.0211263
Gaia DR2 2102495175539481088,6594199,287.99775,42.068294,14.0509,0.899756,1.6751515,-3.4526315,-0.73487371,0.0000000,NaN,17.1910,-44.4802,4.34999,5763.95,25.9285,4.60663,0.0543384,-0.105531,0.0442235,0.0636748,0.0211263
Gaia DR2 2102483321435161984,6594262,288.01942,42.038264,13.3900,1.02260,1.8405825,3.5177873,-1.7641991,0.0000000,NaN,12.0070,-29.3407,3.30071,5281.99,19.2207,4.51259,0.0355393,0.169901,0.0254795,-0.0114278,0.00963731
Gaia DR2 2102486203356539904,6595043,288.32533,42.031011,12.4953,0.901346,3.1813744,-0.98045420,9.7931060,-30.368626,1.1825778,22.7120,-37.9897,3.37866,5564.18,18.9096,4.49446,0.0368493,0.0831241,0.0281532,0.0133193,0.0116452
Gaia DR2 2102486723049369856,6595167,288.37101,42.077442,12.8248,0.787529,1.3061924,-6.2839058,-9.7553523,-3.9562777,2.9119175,16.1460,-11.2812,4.59882,6180.43,17.6602,4.34806,0.0373666,-0.0185408,0.0316248,0.00824700,0.0150136
Gaia DR2 2101875532025265664,6599993,289.92374,42.017462,13.0008,0.793220,1.1598907,3.0358150,13.773089,-19.288270,3.3393217,8.69800,-3.03990,4.97056,6011.62,18.9435,4.36359,0.0376237,0.0670396,0.0285362,-0.0213718,0.0142107
Gaia DR2 2101874638672577024,6600155,289.97556,42.067085,10.8043,0.763569,5.2352245,21.994416,8.7096509,-18.603162,0.45770748,15.4120,-25.3115,4.73972,6015.79,7.84211,4.70304,0.0136772,-0.00405532,0.0130345,0.0266028,0.00518155
Gaia DR2 2101874020196796672,6600158,289.97613,42.006431,11.5839,0.835731,3.4529761,-9.3985299,10.611985,-37.694238,1.4194713,12.7160,-38.1186,3.93028,5857.45,14.7535,4.40773,0.0282357,0.0918089,0.0244196,0.0296697,0.00996316
Gaia DR2 2101897277437329920,6600477,290.07581,42.084758,11.6955,0.666250,2.6927991,6.7599403,-1.8562133,10.447601,1.9788315,2.59600,12.8791,4.62880,6298.54,13.2615,4.27219,0.0249382,-0.200908,0.0249745,0.0340456,0.00940597
Gaia DR2 2101885049672890624,6600686,290.13477,42.005994,12.5654,0.726015,1.3246477,0.40737328,-7.5164528,0.0000000,NaN,5.73500,-19.4595,4.43093,6213.66,16.1821,4.21491,0.0297104,0.313979,0.0260271,0.0187905,0.0123868
Gaia DR2 2101742422399791744,6605949,291.76823,42.050894,13.5627,0.726836,0.90028245,-2.6082745,-11.180942,0.0000000,NaN,5.26500,-25.2695,4.05919,6358.22,19.6695,4.22111,0.0385917,0.0750336,0.0301794,0.0254175,0.0161490
Gaia DR2 2101701323849257472,6606867,292.05106,42.069178,12.7009,1.00058,2.8656666,33.489667,-42.111111,8.2987318,10.045791,11.3190,-5.81897,7.06011,5375.83,38.6769,4.48247,0.0801883,-0.441590,0.0573127,0.251840,0.0247950
Gaia DR2 2101697960898551680,6607150,292.13371,42.019140,11.5947,0.797368,2.8184708,11.295844,12.669201,-24.325053,0.65978306,3.94100,-25.3594,6.37059,6045.26,12.4663,4.34709,0.0237450,0.0134760,0.0225717,0.0702921,0.00864863
Gaia DR2 2101697479862231040,6607403,292.21250,42.018643,11.6777,0.857188,3.1955061,4.4701162,9.0385763,-18.075674,1.1526978,4.36000,-29.1009,6.60143,5682.33,45.1112,4.43456,0.0932568,-0.145453,0.0600846,-0.000789887,0.0361807
Gaia DR2 2125702876711739648,6608371,292.49314,42.030442,15.7288,1.02426,0.81339116,-1.5592757,-4.1931214,0.0000000,NaN,10.5140,-49.8375,14.8997,5219.99,519.281,4.13536,1.02417,-0.421938,0.537459,0.227757,0.282845
Gaia DR2 2125708305550421888,6608590,292.55243,42.079093,11.6791,0.887604,1.3807282,1.0792461,4.9710581,-16.260822,0.64869826,24.5310,-19.8702,5.26136,5658.28,17.0238,3.56824,0.0365984,-0.00256293,0.0271392,0.0248436,0.0109543
Gaia DR2 2077670088477558400,6608856,292.63048,42.084145,12.0664,0.694007,1.6361870,7.2187901,-3.4053397,-3.0024630,1.3160442,11.4540,-10.7386,5.04851,6251.97,19.5398,3.93621,0.0421136,-0.293107,0.0371423,0.0365451,0.0150990
Gaia DR2 2077666691165422976,6609683,292.86671,42.018933,14.9763,0.970402,1.0890553,-1.2292546,-6.2395324,0.0000000,NaN,22.3120,-34.4192,5.33930,5468.95,29.5161,4.39661,0.0630212,-0.00433781,0.0420489,0.0210028,0.0211867
