DR2Name,KIC,RA,Dec,Gmag,BP_RP,parallax,pmra,pmde,rv_gaia,erv_gaia,Prot,RV_lam,e_RV_lam,Teff_lam,e_Teff_lam,logg_lam,e_logg_lam,feh_lam,e_feh_lam,afe_lam,e_afe_lam
Gaia DR2 2128236941775378688,9406281,292.73756,45.937557,14.1941,1.01094,1.7805573,0.21478485,3.2956381,0.0000000,NaN,15.3900,-26.2109,3.83135,5340.84,24.4020,4.59058,0.0455255,0.163821,0.0334126,-0.00281083,0.0132672
Gaia DR2 2128235601745607808,9406607,292.85684,45.940225,12.7714,0.947648,2.5714021,7.4890759,-7.0075894,0.17533666,1.7168290,12.8720,-3.96925,3.92129,5531.81,19.6757,4.50030,0.0379590,0.000929351,0.0280913,0.0161742,0.0113367
Gaia DR2 2128047379100245888,9406896,292.97197,45.935900,13.4711,0.802602,1.3512762,2.1464848,2.6592477,0.0000000,NaN,14.8460,-17.9786,5.75002,5975.26,23.1304,4.31195,0.0521767,0.182855,0.0358305,0.0558214,0.0177796
Gaia DR2 2128047276021045760,9407014,293.02704,45.947457,13.7804,0.882371,1.6243049,5.5904943,-1.3971984,0.0000000,NaN,17.0580,-14.8997,6.22969,5789.99,32.0086,4.39347,0.0723682,0.0507131,0.0470384,0.0552603,0.0254735
Gaia DR2 2128052189459649152,9407213,293.10661,45.934128,15.0351,0.763998,-0.37842706,-6.2195562,-6.4989743,0.0000000,NaN,14.0240,-7.71066,5.51019,5956.76,25.0378,4.42753,0.0566893,-0.0616819,0.0410482,0.0128779,0.0215576
Gaia DR2 2128052189463651712,9407213,293.10629,45.934111,15.1438,NaN,0.70825114,-4.9622033,-9.2135954,0.0000000,NaN,14.0240,-7.71066,5.51019,5956.76,25.0378,4.42753,0.0566893,-0.0616819,0.0410482,0.0128779,0.0215576
Gaia DR2 2128050299678103808,9407578,293.26342,45.974992,14.7331,0.898565,0.78824428,-1.6060760,0.90837100,0.0000000,NaN,14.1780,-3.15082,5.86994,5732.51,26.3132,4.53586,0.0565124,-0.258736,0.0441268,0.0916023,0.0218156
Gaia DR2 2128037655294430720,9408035,293.44298,45.909012,13.0412,1.16241,2.2812223,-13.148796,-7.9066134,-42.883081,7.9396130,6.37700,-44.1714,4.35898,5034.44,23.2439,4.37101,0.0428173,-0.147614,0.0296799,0.0545520,0.0114997
Gaia DR2 2128062016348956544,9408048,293.44692,45.966873,14.4375,0.779661,0.94294233,-1.7657738,-8.9724488,0.0000000,NaN,7.10900,-5.06949,6.67938,6103.29,30.4223,4.49979,0.0690109,-0.0799789,0.0488284,0.00551833,0.0282578
Gaia DR2 2128058339857266432,9408373,293.56214,45.936223,12.7643,0.882570,2.7497205,3.7586348,2.4627238,-7.5357435,1.2128571,5.05700,-6.37958,6.22069,5697.77,29.3675,4.48425,0.0643549,-0.0497541,0.0435864,0.0177999,0.0236964
Gaia DR2 2128011267014973440,9409006,293.81307,45.927055,14.4010,0.776841,0.91934020,-5.0630309,-8.1525678,0.0000000,NaN,9.32800,-37.6000,5.84895,6070.80,26.3554,4.39643,0.0572966,-0.0590326,0.0430274,0.0124402,0.0213806
Gaia DR2 2128017554847172352,9409212,293.89681,45.991553,13.1371,0.812466,1.9699283,4.4813223,0.11576365,0.0000000,NaN,5.14700,-9.15866,6.31963,5935.09,23.5769,4.44547,0.0535749,-0.0498168,0.0395734,0.0304575,0.0212158
Gaia DR2 2128017383048465792,9409238,293.90748,45.951579,12.9724,1.12369,3.9807823,63.363863,2.4064632,2.6036682,8.5036709,8.05300,-3.83135,4.55085,5025.46,30.3437,4.43459,0.0571200,-0.360651,0.0420497,0.252979,0.0157297
Gaia DR2 2128093146270848768,9410279,294.29301,45.900905,14.0498,1.36723,1.9604820,-2.6707818,-11.691035,0.0000000,NaN,1.57200,-41.7611,3.63948,4732.05,39.1857,4.62488,0.0734116,-0.302366,0.0459751,0.171008,0.0216028
Gaia DR2 2128093833465673984,9410702,294.43355,45.911383,13.8903,1.01958,1.8398204,-1.5339795,7.8965798,0.0000000,NaN,26.7410,-45.7213,4.73972,5365.13,37.0193,4.41694,0.0764704,0.195382,0.0452111,0.0163459,0.0243742
Gaia DR2 2080046717219831168,9411840,294.88096,45.917705,12.3652,0.621312,1.2097466,2.9258231,-2.8431418,0.0000000,NaN,2.30900,-14.4710,4.58982,6482.36,18.2577,4.24141,0.0319258,-0.138310,0.0311360,-0.00943301,0.0129677
Gaia DR2 2080069811266004224,9412111,294.99955,45.962770,13.6817,0.917746,0.66182984,-4.0604924,-9.7302515,0.0000000,NaN,31.9280,-24.7299,6.91022,5684.82,52.8548,4.55467,0.108726,-0.0543817,0.0684547,0.0658890,0.0393572
Gaia DR2 2080066444011658496,9412308,295.07383,45.907427,13.0484,0.759605,1.6990090,0.088381073,-0.14061932,0.0000000,NaN,3.89300,-34.7789,4.38896,6039.86,19.5720,4.47047,0.0372774,-0.0963229,0.0316780,-0.0229932,0.0144512
Gaia DR2 2080066787609089280,9412463,295.12072,45.945600,13.5796,0.703547,0.80284145,-0.32165308,-5.9609612,0.0000000,NaN,4.46500,6.55946,5.02152,6378.18,19.0563,4.20657,0.0431486,0.139281,0.0311737,-0.00285799,0.0177502
Gaia DR2 2080066684529873280,9412514,295.14032,45.922570,11.3379,0.758989,1.7532627,-6.1448181,-1.4125613,-19.145487,0.95054304,3.70400,-21.2193,4.17011,6076.66,13.5546,3.91967,0.0265606,0.157534,0.0220218,-0.00968897,0.00994305
Gaia DR2 2080068746114234752,9412605,295.16993,45.997524,13.8248,0.872053,0.67880048,-0.29039230,-2.8358691,0.0000000,NaN,4.97400,-18.5212,5.12046,5834.78,24.3074,4.51339,0.0542047,-0.0129112,0.0393317,0.0323220,0.0202583
Gaia DR2 2080167010662105856,9417871,296.95394,45.995804,14.1497,0.876648,0.46632995,2.3155520,-1.8656301,0.0000000,NaN,11.5620,-1.55892,6.58944,6170.27,32.6210,4.53524,0.0713246,-0.106582,0.0473724,0.0397992,0.0290878
Gaia DR2 2080167014966547584,9417871,296.95416,45.996039,15.4250,NaN,1.0564169,4.7722808,-2.1325801,0.0000000,NaN,11.5620,-1.55892,6.58944,6170.27,32.6210,4.53524,0.0713246,-0.106582,0.0473724,0.0397992,0.0290878
Gaia DR2 2080166705728887168,9417893,296.96059,45.963975,15.2126,1.16137,1.2789446,0.14784614,4.2251820,0.0000000,NaN,24.9870,-52.5596,4.82966,5267.10,37.9632,4.60897,0.0756203,0.0311133,0.0467492,-0.00541984,0.0243102
Gaia DR2 2080164094388879744,9418464,297.13396,45.940636,13.8611,1.18153,2.2081312,-7.2851185,-26.656994,0.0000000,NaN,32.8990,-80.2305,3.81936,5113.88,30.2945,4.38795,0.0591562,0.404450,0.0360921,0.0239063,0.0202810
Gaia DR2 2080246420320645632,9418850,297.24418,45.961864,13.6666,0.823884,0.71630709,-2.6047599,-7.2166189,0.0000000,NaN,12.2380,-35.3605,7.68968,6099.08,35.1428,3.83275,0.0913391,-0.211413,0.0542684,0.0926192,0.0354405
Gaia DR2 2080242537670283008,9419381,297.39519,45.914386,13.4117,0.780733,1.3064883,-9.8635916,-16.141383,0.0000000,NaN,7.36600,-20.5088,7.08110,6098.49,22.8667,3.88760,0.0514262,-0.453373,0.0425276,0.157548,0.0172325
Gaia DR2 2080242915627430016,9419385,297.39627,45.954690,12.1309,0.757223,1.6163047,3.6111788,4.0494054,-18.196380,2.7305192,10.4940,-23.1290,4.49089,6340.85,16.5903,4.24855,0.0316890,-0.000880944,0.0281708,-0.0332066,0.0114651
Gaia DR2 2080243431023562752,9419711,297.49744,45.941208,13.2485,1.00322,2.6822440,11.035882,-0.56207655,0.0000000,NaN,12.3240,-18.4312,4.02022,5357.20,20.9030,4.43601,0.0408027,-0.0211049,0.0278216,0.00276651,0.0119794
Gaia DR2 2085451611446667392,9425064,298.96718,45.985637,15.4495,1.45658,1.1429493,-7.4639593,-11.395857,0.0000000,NaN,14.3560,-9.98909,4.43993,4829.73,32.0571,4.71479,0.0599717,-0.0441168,0.0415515,0.0289538,0.0184968
Gaia DR2 2085449137545482368,9425107,298.98277,45.910524,15.4496,1.06544,0.80368213,-2.3820603,-8.5265916,0.0000000,NaN,3.55300,-6.31963,4.82966,5880.44,21.4200,4.45592,0.0417049,-0.103666,0.0339358,0.00634791,0.0158124
Gaia DR2 2085450408855680512,9425286,299.03811,45.913075,15.8081,1.42432,1.3855118,-3.0471310,-0.35934063,0.0000000,NaN,35.3800,-57.7910,4.08917,4858.69,28.6543,4.61279,0.0536174,0.240246,0.0360995,0.0799380,0.0176081
Gaia DR2 2085269260011061504,9425585,299.13089,45.989001,11.6512,0.715945,2.0756328,1.0952620,2.2136564,13.426145,4.5686641,9.27000,1.58890,5.21939,6658.22,14.9884,4.22077,0.0243688,-0.0837441,0.0236642,0.0378800,0.00993812
Gaia DR2 2085262976484808960,9425635,299.14934,45.912760,14.9998,1.96232,4.8090991,25.062426,13.407707,0.0000000,NaN,14.7530,-10.9754,2.48528,4314.45,40.0773,4.56862,0.0898945,-0.825293,0.0602469,0.167805,0.0237302
Gaia DR2 2085265549159319040,9426135,299.30268,45.964837,12.5823,0.898902,2.0228402,4.1136232,0.83159569,-23.672016,1.4326016,12.6280,-26.0310,4.31102,5997.84,15.7604,4.23905,0.0304358,0.275549,0.0258134,0.0426709,0.0112721
Gaia DR2 2085254146032288256,9426817,299.50614,45.931047,13.5450,0.796768,0.62370734,-2.8276539,-9.3077585,0.0000000,NaN,0.930000,-24.7209,8.16934,6786.26,34.9252,4.10952,0.0592495,-0.226750,0.0445550,0.0598767,0.0231133
Gaia DR2 2085276686020879360,9427144,299.59893,45.918246,14.1142,0.911249,0.71258179,-0.66218817,0.086105490,0.0000000,NaN,15.2770,-29.1608,5.20140,6432.40,17.0592,4.24868,0.0307501,0.141912,0.0281139,0.0215377,0.0135813
Gaia DR2 2085276789100314112,9427196,299.61298,45.939414,12.6520,0.860757,1.4389072,3.2881361,2.5427237,0.0000000,NaN,5.52300,-28.6302,4.64079,6301.17,11.1825,4.35934,0.0202811,0.0764042,0.0187542,0.00213197,0.00840556
Gaia DR2 2085276789100314240,9427196,299.61372,45.939524,12.8599,NaN,1.6114060,3.4202954,2.9839136,-22.541147,18.465966,5.52300,-28.6302,4.64079,6301.17,11.1825,4.35934,0.0202811,0.0764042,0.0187542,0.00213197,0.00840556
Gaia DR2 2085233358389873536,9428476,300.02996,45.970825,15.3035,1.12992,0.93867809,-3.7241062,2.1118157,0.0000000,NaN,9.90400,-18.8989,5.45023,5670.82,22.4940,4.36440,0.0455107,-0.292928,0.0372164,0.0859547,0.0159437
Gaia DR2 2085233358385509120,9428476,300.02949,45.970841,17.7339,NaN,0.64331893,-3.7579091,2.3047359,0.0000000,NaN,9.90400,-18.8989,5.45023,5670.82,22.4940,4.36440,0.0455107,-0.292928,0.0372164,0.0859547,0.0159437
Gaia DR2 2085229922416179840,9428648,300.08190,45.902013,13.9334,0.954551,1.7689029,-8.3395029,8.2035613,0.0000000,NaN,15.9580,-49.1090,6.81129,5545.90,56.0450,4.33643,0.116239,-0.325743,0.0671854,0.0651089,0.0441308
Gaia DR2 2085231640403014016,9428817,300.13627,45.968078,13.0547,0.784959,1.4693892,-1.1626733,-8.7873147,0.0000000,NaN,2.09000,-22.2896,5.86994,6232.27,23.8997,4.37429,0.0499231,0.105796,0.0354236,0.00762127,0.0188854
Gaia DR2 2085231159366728192,9429060,300.21656,45.981967,11.0368,0.621040,0.96942292,3.4158659,1.1260505,0.0000000,NaN,0.215000,-19.4805,6.97017,7328.28,37.3089,3.98320,0.0455266,-0.0145977,0.0341721,0.165853,0.0156634
Gaia DR2 2085311870391521280,9429593,300.37056,45.921740,13.4073,0.707883,0.62798850,-4.0252160,-4.1385244,0.0000000,NaN,13.8400,2.67115,7.27896,7162.74,29.9363,4.12533,0.0377305,-0.213320,0.0338637,0.109061,0.0138226
Gaia DR2 2085309499569643008,9429822,300.43593,45.954637,15.1819,1.14832,1.3641507,2.4648512,-7.2178385,0.0000000,NaN,17.7600,-31.9909,4.43993,5165.40,27.9348,4.43908,0.0526294,0.105522,0.0362360,0.00129560,0.0154011
Gaia DR2 2082306698950723328,9430755,300.72333,45.906099,13.5147,1.04905,0.74535493,4.1025234,-5.2045644,0.0000000,NaN,11.0970,5.44123,5.86094,5519.78,24.8009,4.54788,0.0483296,-0.0717700,0.0383636,0.0658907,0.0159571
Gaia DR2 2082312368313771136,9430846,300.75325,45.902054,13.9493,0.898197,0.96977427,-4.3253109,-13.485872,0.0000000,NaN,3.97800,18.3113,5.93889,5925.26,21.9593,4.04624,0.0501199,-0.454366,0.0424562,0.0367669,0.0161546
Gaia DR2 2119091616368944512,9446628,282.04501,46.067921,10.5554,0.679235,2.9745631,6.7268181,8.7543963,35.150624,0.31766303,9.80100,28.2015,5.77101,6222.43,10.3923,3.94567,0.0205544,-0.245772,0.0190143,0.0400351,0.00722163
Gaia DR2 2119093712313003008,9446915,282.25601,46.050299,13.9607,0.870300,1.1492769,4.8509012,0.70422967,0.0000000,NaN,21.6680,-26.5256,4.03221,5707.64,50.1814,4.56985,0.115833,-0.150795,0.0739700,0.0260610,0.0464807
Gaia DR2 2107085396071606016,9447076,282.36089,46.045138,15.6452,1.61518,2.0203254,3.2753889,-30.848044,0.0000000,NaN,39.1630,4.97056,3.48958,4409.03,39.1518,4.60752,0.0680829,-0.220374,0.0462248,0.118534,0.0213931
Gaia DR2 2107412260262790784,9449234,283.74802,46.029456,13.2872,0.686778,1.3703403,-2.7585267,2.8276453,0.0000000,NaN,1.95200,-15.4003,4.77869,6214.86,18.7065,4.27908,0.0374353,-0.199496,0.0335300,0.0294703,0.0146431
Gaia DR2 2107233864501460352,9450259,284.35077,46.005595,13.1426,0.918090,0.80930494,-8.6186927,-12.065468,0.0000000,NaN,19.3620,36.3888,4.22108,5552.79,24.8133,3.78008,0.0537082,-0.227534,0.0362432,0.0520714,0.0170707
Gaia DR2 2107280421946549376,9451248,284.89310,46.049249,14.4589,0.968699,1.0914543,11.290384,3.0843811,0.0000000,NaN,33.0150,-24.2502,6.58944,5414.26,37.5668,4.41686,0.0765666,-0.377568,0.0544963,0.138433,0.0248444
Gaia DR2 2107269903567353472,9451512,285.07079,46.078972,13.5243,0.844592,1.7049132,5.9414718,-6.9327372,0.0000000,NaN,16.2160,-19.0308,4.49989,5739.82,19.0024,4.48473,0.0411988,0.108438,0.0302626,0.00326281,0.0150270
Gaia DR2 2107272033871132800,9451850,285.28710,46.066677,11.8435,0.908853,2.6329243,-10.597907,-1.0562653,-20.443148,0.69509509,36.1780,-27.2002,4.40995,5521.79,17.8881,4.03153,0.0346994,0.303168,0.0247598,0.0336248,0.00992502
Gaia DR2 2107271797652349056,9451937,285.33355,46.060409,11.3725,0.687173,3.0647373,-7.2947177,-32.016721,16.344573,1.4307176,2.61000,0.899377,4.97955,6182.89,14.5163,4.24006,0.0283870,-0.0955136,0.0262073,-0.00122380,0.0106596
Gaia DR2 2106522652276983552,9452062,285.40395,46.079273,13.6441,0.848722,0.54590184,-7.4834632,-6.1700016,0.0000000,NaN,21.5260,-57.8809,5.03052,5715.62,22.3444,3.74930,0.0548134,-0.337989,0.0400864,0.155089,0.0184599
Gaia DR2 2106527496999998208,9453143,285.97478,46.012677,14.3882,1.23980,2.6496706,-3.2503329,-4.7024949,0.0000000,NaN,34.3450,-48.2606,3.84034,4779.69,34.1632,4.64783,0.0630334,-0.229972,0.0480276,0.0618196,0.0206257
Gaia DR2 2106526805506392960,9453218,286.02162,46.014134,12.0600,0.676256,2.4044928,3.6068349,-1.8608419,-5.5867208,2.0022533,2.90700,-17.0612,5.12945,6207.73,15.9872,4.39973,0.0292584,-0.134308,0.0298081,-0.00564034,0.0111742
Gaia DR2 2130318145487015808,9455756,287.51220,46.055448,13.5153,1.74934,8.6890921,-27.573990,62.442206,45.828535,2.2513492,23.7270,38.5803,3.93927,4309.24,38.8714,4.44060,0.0854824,-0.905509,0.0606702,0.184962,0.0227522
Gaia DR2 2130269595172782848,9456198,287.75788,46.009562,13.3622,0.915285,2.1189863,4.9638428,-13.398295,0.0000000,NaN,7.85200,-8.90084,4.20009,5508.99,19.0777,4.65163,0.0374098,0.0455134,0.0267973,0.00797920,0.0107433
Gaia DR2 2130350237482635136,9456932,288.15480,46.009874,14.0242,0.902409,1.4619684,-15.136627,-11.184845,0.0000000,NaN,0.530000,-49.3608,4.98855,5559.10,26.5656,4.37324,0.0562732,0.0778716,0.0376195,0.0188747,0.0176997
Gaia DR2 2127350254366292352,9457426,288.43087,46.031038,12.5524,0.847725,3.0309295,12.458075,-2.3406135,2.3652130,1.5114014,11.5020,-3.15981,3.95126,5684.10,18.6801,4.43648,0.0361259,-0.168689,0.0315217,0.0241507,0.0122650
Gaia DR2 2127351663115578880,9457534,288.47950,46.049296,14.6457,1.50484,2.9204036,11.597668,-8.7951366,0.0000000,NaN,30.8800,-9.23061,3.78038,4528.35,35.0399,4.60818,0.0624258,-0.185738,0.0423796,0.100688,0.0191359
Gaia DR2 2127347161989887232,9457945,288.70619,46.011693,15.6555,1.62691,2.1255513,-2.3473182,-2.6861459,0.0000000,NaN,35.8820,3.06388,5.00354,4089.82,465.657,4.36043,0.743722,-0.538007,0.544739,-0.0138067,0.236247
Gaia DR2 2127687392118706432,9459463,289.50445,46.060524,12.7956,0.706659,0.65224903,-3.8990126,-5.3063288,0.0000000,NaN,3.52000,-64.2305,4.94957,6374.10,18.4291,3.82479,0.0395274,-0.0787153,0.0294101,-0.00228481,0.0143117
Gaia DR2 2127687151600532736,9459474,289.51103,46.032545,14.8365,1.06260,1.3260919,-2.1126300,-5.7479341,0.0000000,NaN,13.7690,-34.8089,4.32001,5234.09,27.8426,4.58107,0.0545245,0.117586,0.0361178,-0.0139730,0.0175387
Gaia DR2 2127677599593334528,9459767,289.66418,46.093763,12.7965,1.01444,3.7020252,-2.2356138,-18.192012,8.3789927,1.3916203,8.34600,-2.86901,3.58852,5222.15,19.3577,4.54571,0.0350560,-0.0740045,0.0269409,-0.0221665,0.00949202
Gaia DR2 2126800189316241024,9465671,292.16084,46.092421,13.5912,0.922957,1.6447246,-2.5626981,7.4995002,0.0000000,NaN,5.50100,-29.6914,8.81989,5407.29,38.1801,4.26632,0.0850588,-0.615956,0.0580876,0.129168,0.0269343
Gaia DR2 2126798849286418048,9465696,292.16966,46.028716,13.0584,0.843967,2.1557184,0.56146297,-12.906731,-7.3118329,3.8519754,11.8780,-14.9387,4.70075,5785.74,19.9628,4.49025,0.0417764,-0.0721908,0.0325354,0.00648785,0.0157082
Gaia DR2 2128245531710230272,9467342,292.84036,46.096594,13.1113,1.60681,6.7899633,9.0364381,11.322750,-24.430427,1.0782568,13.2420,-27.7998,3.86133,4422.03,23.9685,4.65035,0.0388560,-0.182254,0.0296315,0.121582,0.0115352
Gaia DR2 2128242473693304064,9467370,292.85719,46.073203,15.2175,1.02839,0.74879327,1.1921323,1.0680529,0.0000000,NaN,16.6020,-71.3086,8.99677,5236.67,223.878,4.66720,0.363168,0.195145,0.212861,-0.0587577,0.118904
Gaia DR2 2128053563853176704,9467741,292.99811,46.008599,13.9413,0.835811,1.0323255,5.1367374,1.9547364,0.0000000,NaN,16.3410,-26.8194,5.92989,5822.65,39.5842,4.35791,0.0897766,0.0176330,0.0567529,0.0338504,0.0348110
Gaia DR2 2128053834428679040,9467905,293.06031,46.036555,11.9943,0.715832,1.9707435,-9.2728582,-23.397080,-23.310149,1.5141761,10.2000,-32.2307,4.70974,6125.58,19.4245,4.14308,0.0370136,-0.213983,0.0350080,0.00126814,0.0137148
Gaia DR2 2128055316199871488,9467994,293.10026,46.046490,14.3673,0.750731,0.91810857,-2.3989062,-4.0445583,0.0000000,NaN,4.38000,-43.0712,6.38858,6134.93,19.5471,4.23111,0.0429569,-0.0285842,0.0334189,0.0861742,0.0178060
Gaia DR2 2128074007897628544,9468648,293.35639,46.011802,14.7375,0.832759,0.41660681,-5.0364037,-8.4112598,0.0000000,NaN,11.7730,-37.7798,6.78131,6015.40,25.4879,4.16418,0.0612037,0.144186,0.0399476,0.0258019,0.0224787
Gaia DR2 2128062699241179392,9468789,293.40847,46.024862,11.7538,0.886266,4.4399758,0.82619242,18.119386,-21.016223,1.0120864,6.49200,-22.9401,3.96026,5633.30,16.7227,4.49950,0.0308503,0.0947510,0.0253868,-0.00972879,0.00966465
Gaia DR2 2128063111558041728,9469159,293.55696,46.013188,12.8338,0.854145,2.3693810,2.8748140,8.9294031,6.9149029,1.7389192,14.2730,-6.82028,4.80867,5805.39,18.2819,4.50599,0.0402533,0.101351,0.0303954,0.0129942,0.0147271
Gaia DR2 2128060259699757312,9469371,293.64245,46.011691,12.8285,0.803569,1.4079679,-6.1799722,-9.8135263,-21.530630,11.753950,9.40600,-16.8603,5.04851,6107.91,18.3371,4.42391,0.0377011,0.123225,0.0290784,0.0215904,0.0152797
Gaia DR2 2128066826712468992,9469532,293.69684,46.086774,14.8561,0.911173,0.39237846,-3.0563710,-6.2616457,0.0000000,NaN,12.4470,-41.6112,8.25029,5782.44,38.1264,3.84695,0.0972659,-0.286293,0.0537503,0.0612163,0.0352758
Gaia DR2 2128065280524234112,9469612,293.73173,46.022655,13.3329,0.805853,1.3208842,2.4090124,-10.437969,-26.590136,0.61364543,7.32500,-31.0915,6.01084,5901.67,25.1088,4.45005,0.0517846,-0.141654,0.0422193,0.0666874,0.0179497
Gaia DR2 2128018379481370880,9469735,293.77884,46.006475,15.5846,0.986141,0.85248341,-3.3491329,-8.8577111,0.0000000,NaN,9.69500,-5.69905,5.92090,5409.55,58.4496,4.32970,0.114028,-0.284043,0.0706490,0.0623478,0.0358049
Gaia DR2 2128019238474395008,9470099,293.92154,46.042977,13.8813,0.796681,1.2476892,3.9662028,-2.5111690,0.0000000,NaN,12.8690,3.36967,8.12138,6047.25,45.4716,4.48071,0.0983075,-0.199852,0.0635843,0.00206056,0.0396576
Gaia DR2 2128098403310876800,9471239,294.31485,46.034986,11.9262,0.672339,1.8107374,2.4475516,0.043556187,-26.799458,1.0876149,3.20400,-37.2702,5.09048,6436.33,16.4455,4.13751,0.0291652,0.172815,0.0260783,-0.00575062,0.0128589
Gaia DR2 2128101117730287744,9471891,294.53234,46.070327,14.6995,0.914816,-0.052692661,3.4672986,-0.36436008,0.0000000,NaN,13.1290,-21.2613,6.67038,5811.32,72.6879,4.62099,0.148098,-0.171206,0.0806076,-0.0537377,0.0522980
Gaia DR2 2080083898758667776,9472570,294.78848,46.079215,12.5115,0.743397,1.5695863,-5.2419703,-12.367926,-11.382282,1.0621304,8.32400,-14.2611,5.72004,6159.09,20.0993,4.11910,0.0425696,-0.141784,0.0334865,0.0480272,0.0167537
Gaia DR2 2080083280283466112,9472897,294.91153,46.093660,13.1458,0.907527,2.4817422,-4.9938874,0.85518595,-24.985552,2.0964374,19.2280,-30.8486,4.37097,5572.56,25.0526,4.47762,0.0518190,-0.0495106,0.0371155,0.00414776,0.0168817
Gaia DR2 2080070876417874176,9472930,294.92565,46.006412,14.2407,0.854885,1.2119753,-2.8103360,2.3252752,0.0000000,NaN,14.9540,-27.1102,4.94058,5750.01,48.9478,4.35639,0.107081,0.0597601,0.0616347,0.0142193,0.0390967
Gaia DR2 2080084757752231296,9472943,294.93274,46.099024,14.9278,1.47156,2.6133052,-3.0844798,-8.0171799,0.0000000,NaN,19.3880,-14.9087,3.78938,4565.81,29.0679,4.70419,0.0503779,-0.213215,0.0361550,0.0866750,0.0153891
Gaia DR2 2080029026256859520,9474225,295.37462,46.088778,12.7948,0.766772,1.2545770,-5.8328679,-7.4802733,0.0000000,NaN,2.94800,-21.0904,5.35130,6036.76,19.1049,4.37343,0.0385959,-0.154254,0.0316219,0.00872324,0.0143467
Gaia DR2 2080028029824459264,9474361,295.42359,46.069607,14.1949,0.749633,0.94889639,-3.7290423,-10.878470,0.0000000,NaN,19.4110,51.6213,8.45115,6110.48,52.1432,4.21283,0.140546,-0.430732,0.0720547,0.0301589,0.0492746
Gaia DR2 2080024731288930560,9474589,295.49771,46.018081,13.6471,1.97191,7.3359186,29.047569,19.638255,0.0000000,NaN,22.8950,-18.3143,2.57522,4182.99,54.2451,4.37068,0.146805,-0.962338,0.0898812,0.180372,0.0396801
Gaia DR2 2080025177960570368,9474717,295.54203,46.039638,11.4211,0.607223,1.6869619,0.21926162,1.1881633,-4.8956349,3.8441349,2.29900,-17.6188,4.92859,6616.78,13.7987,3.88604,0.0235753,-0.00789719,0.0215704,0.0659120,0.00883873
Gaia DR2 2080400008350693504,9475042,295.65464,46.082711,14.0607,0.889989,0.99213232,2.9731972,-12.160681,0.0000000,NaN,10.8770,10.6396,7.00915,5739.82,33.8808,4.28965,0.0767145,-0.0490439,0.0482988,-0.000614413,0.0281887
Gaia DR2 2080385542900933888,9475919,295.95166,46.022470,11.2722,0.657448,2.4300142,-5.9362035,-5.0698277,-15.938958,0.87550325,8.85100,-19.2707,4.14013,6348.55,17.5830,4.13589,0.0308686,0.0210586,0.0281413,0.0239023,0.0127975
Gaia DR2 2080168526795045888,9478966,296.95174,46.017509,14.4101,0.894752,1.1028503,6.3080975,-2.2179135,0.0000000,NaN,12.4920,-22.4515,8.16934,6052.78,46.7150,4.53314,0.103494,-0.0829835,0.0614534,-0.0237436,0.0419031
Gaia DR2 2080165606217374336,9479374,297.07846,46.014214,14.3274,1.02164,0.90985528,0.69220134,-10.658084,0.0000000,NaN,23.1000,-31.5292,4.37997,5773.40,30.1475,4.23174,0.0673318,0.328743,0.0391102,0.0224298,0.0232314
Gaia DR2 2080259064704402560,9479798,297.21280,46.063757,13.9241,0.783263,0.76832588,-1.2037623,-6.5078232,0.0000000,NaN,11.0490,-16.5096,6.10977,6376.10,19.4575,4.35268,0.0391240,-0.0526749,0.0300566,-0.00241551,0.0160635
